transaction_id,customer_id,amount,merchant_category,transaction_hour,country,num_transactions_today,account_age_days,is_new_device,is_fraud
543,1001,924.02,grocery,22,IN,3,1469,0,0
544,1127,225.43,travel,22,IN,16,2741,1,0
545,1159,118.1,electronics,5,US,14,2166,0,0
546,1083,208.58,travel,21,IN,9,1217,0,0
547,1151,180.48,travel,17,IN,11,1401,0,0
548,1139,96.78,online,5,IN,3,2016,0,0
549,1177,13.58,travel,3,IN,5,1231,0,0
550,1162,344.65,travel,11,RU,10,1404,0,0
551,1123,92.99,gas,18,US,13,382,0,0
552,1032,341.61,electronics,1,IN,4,1530,1,0
553,1160,58.21,gas,16,UK,13,2258,0,0
554,1188,0.21,gas,10,IN,12,858,0,0
555,1178,34.62,grocery,10,IN,5,2566,0,0
556,1170,126.43,gas,20,IN,10,1355,1,0
557,1100,577.57,online,15,IN,9,2332,0,0
558,1011,21.56,online,1,IN,7,2268,0,0
559,1066,385.12,grocery,1,US,2,513,0,0
560,1064,149.74,electronics,22,NG,7,712,0,0
561,1160,349.65,electronics,7,IN,8,2099,1,0
562,1167,70.87,gas,12,IN,7,324,0,0
563,1073,366.45,gas,9,IN,14,2845,0,0
564,1042,296.4,gas,7,IN,19,2386,1,0
565,1043,52.29,electronics,3,IN,5,1050,0,0
566,1028,28.16,travel,14,IN,18,292,0,0
567,1140,405.07,online,0,UK,12,267,0,0
568,1011,660.65,travel,10,IN,17,584,0,0
569,1094,6.36,travel,6,IN,13,583,0,0
570,1045,262.81,electronics,16,IN,2,2669,0,0
571,1129,480.54,travel,19,IN,13,1052,0,0
572,1034,389.49,grocery,23,IN,7,1562,0,0
573,1080,667.76,gas,17,US,10,2894,0,0
574,1089,285.5,grocery,21,IN,6,432,1,0
575,1007,116.79,online,21,US,3,1499,0,0
576,1092,74.78,gas,11,IN,3,1406,0,0
577,1153,77.35,travel,8,IN,18,767,0,0
578,1089,257.78,online,4,IN,11,2820,0,0
579,1161,273.96,gas,9,UK,5,1114,0,0
580,1114,44.72,travel,3,IN,19,1584,0,0
581,1104,405.18,grocery,4,US,19,2481,0,0
582,1134,251.0,gas,9,IN,15,438,0,0
583,1195,165.45,travel,10,US,16,2031,0,0
584,1057,127.55,grocery,20,IN,9,213,0,0
585,1113,156.72,online,23,US,4,2253,0,0
586,1074,34.69,online,9,IN,15,2785,1,0
587,1156,45.56,online,7,NG,12,2342,0,0
588,1119,19.12,online,1,IN,3,2002,0,0
589,1163,33.37,electronics,22,IN,14,2253,0,0
590,1020,120.92,gas,7,IN,17,316,1,0
591,1163,151.16,gas,15,UK,19,1697,0,0
592,1137,3.6,electronics,21,IN,6,23,0,0
593,1100,318.71,travel,4,US,4,1870,0,0
594,1151,69.68,travel,2,IN,7,1971,1,0
595,1191,485.71,online,11,IN,19,1090,0,0
596,1176,685.37,grocery,12,IN,17,732,0,0
597,1098,41.03,travel,12,RU,16,789,1,1
598,1035,124.02,grocery,9,US,15,1243,1,0
599,1095,0.25,gas,3,NG,8,538,1,1
600,1151,182.42,grocery,8,IN,19,807,0,0
601,1150,186.95,gas,21,US,8,353,0,0
602,1189,56.88,electronics,23,US,18,1312,0,0
603,1036,163.48,electronics,22,IN,16,218,0,0
604,1011,51.12,online,1,UK,19,650,0,0
605,1112,35.07,travel,18,NG,10,1321,0,0
606,1182,210.83,online,0,UK,17,2309,0,0
607,1012,78.88,gas,6,US,13,2328,0,0
608,1022,178.45,online,16,IN,13,1957,0,0
609,1098,113.57,grocery,2,IN,7,929,0,0
610,1104,831.47,gas,19,RU,10,1733,0,1
611,1029,32.41,electronics,19,IN,2,2054,0,0
612,1016,124.95,travel,20,US,4,428,0,0
613,1112,228.17,gas,2,US,6,1759,0,0
614,1061,100.69,gas,2,US,18,2852,0,0
615,1083,735.39,grocery,16,RU,6,1398,0,0
616,1111,255.95,travel,6,IN,17,1109,0,0
617,1085,214.0,electronics,13,IN,14,2782,1,0
618,1140,282.99,gas,16,IN,11,2490,0,0
619,1186,610.03,gas,17,IN,19,2166,0,0
620,1018,476.8,grocery,12,IN,2,2698,1,0
621,1176,257.68,online,19,IN,3,1555,0,0
622,1099,276.59,electronics,19,UK,11,1080,1,0
623,1139,31.55,travel,20,NG,6,2436,1,1
624,1188,21.69,gas,17,IN,14,1860,0,0
625,1146,169.22,gas,3,IN,19,1129,1,1
626,1075,3.71,electronics,0,NG,16,967,0,1
627,1008,131.69,online,17,IN,7,112,0,0
628,1198,47.23,gas,0,IN,8,2949,0,0
629,1027,84.93,electronics,12,IN,19,2911,0,0
630,1127,299.05,grocery,19,IN,16,1179,1,0
631,1051,566.85,online,19,IN,7,1913,0,0
632,1082,15.03,travel,22,RU,9,1765,0,0
633,1110,152.82,gas,9,IN,13,2587,0,0
634,1143,428.32,electronics,10,IN,1,688,0,0
635,1116,17.22,grocery,8,IN,8,1978,0,0
636,1068,348.04,travel,8,IN,4,998,0,0
637,1098,88.57,electronics,4,US,3,1115,1,0
638,1139,77.75,electronics,0,US,3,2485,0,0
639,1024,758.55,travel,16,US,13,1617,1,0
640,1179,44.84,grocery,21,IN,8,2879,0,0
641,1122,236.31,grocery,1,NG,7,1512,0,1
642,1052,344.57,online,23,UK,1,1799,0,0
643,1150,8.41,gas,12,US,16,1195,0,0
644,1143,221.97,travel,8,IN,6,941,0,0
645,1056,605.44,travel,3,IN,7,1435,1,0
646,1038,26.53,travel,4,IN,12,1071,0,0
647,1108,453.1,grocery,10,US,9,1988,1,0
648,1180,180.66,gas,23,IN,11,2568,0,0
649,1041,191.74,online,18,IN,10,2450,0,0
650,1185,189.84,electronics,20,UK,1,2052,0,0
651,1166,71.0,electronics,2,UK,18,2770,1,1
652,1141,547.3,travel,11,NG,4,2551,0,0
653,1121,588.82,gas,18,IN,5,1288,1,0
654,1132,196.33,grocery,18,US,9,1212,1,0
655,1162,305.96,gas,12,IN,17,2604,0,0
656,1074,189.48,gas,6,IN,3,603,0,0
657,1145,132.48,grocery,14,IN,16,2446,0,0
658,1075,216.24,travel,22,IN,5,1431,0,0
659,1008,161.04,gas,6,IN,16,2215,0,0
660,1073,182.0,electronics,7,UK,3,1037,0,0
661,1185,306.34,grocery,4,IN,15,2224,0,0
662,1144,131.13,online,20,US,3,969,0,0
663,1006,8.32,travel,13,IN,14,2466,0,0
664,1173,35.83,grocery,3,IN,16,2251,0,0
665,1140,115.47,online,22,IN,17,2292,0,0
666,1167,258.07,online,9,IN,18,2775,0,0
667,1169,179.93,gas,19,IN,18,1183,0,0
668,1136,210.13,gas,14,IN,14,825,1,0
669,1177,130.51,gas,17,IN,18,413,0,0
670,1026,191.29,grocery,19,IN,15,902,0,0
671,1121,79.8,grocery,12,IN,15,2735,0,0
672,1193,127.04,travel,7,NG,6,77,0,0
673,1004,272.73,gas,8,IN,15,97,0,0
674,1028,410.88,online,15,US,18,2274,1,0
675,1164,113.71,electronics,18,US,4,2058,0,0
676,1165,8.93,travel,15,NG,8,1168,0,0
677,1082,35.27,grocery,6,UK,15,1730,0,0
678,1135,4.22,travel,13,IN,3,1384,0,0
679,1108,211.84,travel,13,US,15,2197,0,0
680,1064,80.79,travel,3,UK,13,2675,0,0
681,1085,156.39,travel,14,IN,9,2190,0,0
682,1144,135.96,electronics,2,IN,2,1653,0,0
683,1070,17.01,gas,4,IN,8,187,0,0
684,1044,103.26,online,0,UK,17,2867,0,0
685,1131,49.84,travel,2,UK,13,1391,1,0
686,1035,108.39,travel,14,IN,1,2437,0,0
687,1069,45.53,travel,23,IN,2,917,0,0
688,1158,367.08,gas,7,IN,15,2715,0,0
689,1018,38.28,grocery,3,IN,12,2507,0,0
690,1188,647.72,grocery,1,RU,14,595,0,1
691,1107,107.54,electronics,23,IN,2,2520,0,0
692,1181,374.48,grocery,23,IN,18,999,0,0
693,1166,198.18,travel,9,IN,7,1141,0,0
694,1090,265.87,travel,3,US,6,2179,0,0
695,1089,291.97,travel,2,IN,14,2074,0,0
696,1018,140.58,electronics,1,US,8,1229,0,0
697,1038,156.75,travel,16,IN,2,2384,0,0
698,1125,144.31,grocery,22,IN,17,327,0,0
699,1194,177.37,gas,20,IN,5,2866,0,0
700,1172,5.97,gas,23,IN,14,1512,0,0
701,1140,100.68,online,19,IN,3,2044,0,0
702,1125,186.38,grocery,22,NG,5,2052,1,1
703,1057,182.12,travel,12,UK,16,512,0,0
704,1147,314.96,gas,4,RU,18,2032,0,1
705,1199,212.85,grocery,20,IN,17,128,0,0
706,1060,969.02,gas,8,RU,11,719,1,1
707,1126,66.77,travel,21,IN,17,54,0,0
708,1104,88.99,gas,5,IN,16,323,0,0
709,1166,96.85,online,4,IN,2,427,0,0
710,1000,125.4,online,9,IN,4,2613,0,0
711,1130,361.58,gas,7,US,7,1111,0,0
712,1091,53.78,grocery,6,IN,2,335,0,0
713,1189,299.22,grocery,6,IN,6,1449,1,0
714,1190,103.94,grocery,5,US,17,1996,1,0
715,1112,184.19,gas,20,IN,7,2572,0,0
716,1152,200.23,grocery,19,IN,5,2271,0,0
717,1055,93.31,travel,2,IN,5,83,1,0
718,1160,143.74,online,18,UK,16,1612,0,0
719,1165,106.56,travel,21,UK,19,518,0,0
720,1116,14.33,grocery,14,IN,9,2389,0,0
721,1133,114.95,travel,3,IN,5,697,0,0
722,1057,20.49,grocery,11,IN,8,666,0,0
723,1043,103.85,gas,5,UK,9,1552,0,0
724,1172,179.75,travel,18,IN,5,1302,0,0
725,1159,173.22,gas,3,IN,10,1409,0,0
726,1172,217.31,gas,14,IN,2,2657,0,0
727,1060,20.02,electronics,8,IN,9,1562,0,0
728,1046,211.18,grocery,4,IN,11,1085,1,0
729,1148,74.84,online,12,UK,4,334,0,0
730,1079,101.85,grocery,22,IN,2,1001,0,0
731,1117,390.37,online,17,IN,6,2003,1,0
732,1163,1.81,grocery,4,UK,14,726,1,0
733,1146,177.55,gas,15,UK,1,2780,0,0
734,1019,182.62,travel,18,IN,18,286,0,0
735,1184,101.05,travel,13,IN,7,2593,0,0
736,1145,54.11,electronics,15,IN,1,161,1,0
737,1046,53.49,online,14,NG,1,964,1,1
738,1048,430.33,online,21,IN,1,1516,1,0
739,1013,116.69,online,3,NG,4,268,0,1
740,1142,80.36,gas,6,US,4,2381,0,0
741,1158,119.12,online,15,IN,18,878,0,0
742,1000,221.36,travel,23,IN,11,1201,0,0
743,1116,31.51,gas,21,IN,1,697,0,0
744,1053,119.36,grocery,20,IN,10,319,0,0
745,1117,177.29,online,21,IN,9,2860,0,0
746,1002,593.56,online,20,US,4,1512,0,0
747,1143,58.21,grocery,7,RU,6,2677,0,0
748,1184,89.02,online,16,IN,16,482,0,0
749,1011,95.4,grocery,15,US,2,2518,0,0
750,1073,186.05,gas,22,IN,18,823,0,0
751,1015,88.24,travel,9,IN,10,855,0,0
752,1199,152.5,grocery,9,IN,17,1174,0,0
753,1101,304.46,electronics,1,US,13,676,1,0
754,1151,244.42,grocery,8,NG,18,2319,0,1
755,1155,118.25,online,16,US,13,1818,0,0
756,1116,399.34,gas,10,IN,17,1453,0,0
757,1007,163.35,gas,9,IN,5,1777,0,0
758,1121,155.26,grocery,21,IN,11,1274,1,0
759,1091,6.96,travel,16,IN,7,364,0,0
760,1163,863.89,electronics,3,UK,10,1882,1,1
761,1089,26.24,gas,15,UK,17,2034,0,0
762,1135,52.57,online,19,US,15,2827,1,0
763,1185,10.62,online,14,IN,18,189,0,0
764,1059,204.33,travel,20,IN,19,75,1,0
765,1177,50.9,gas,4,IN,2,829,0,0
766,1027,39.69,grocery,5,IN,4,1381,0,0
767,1100,18.54,online,16,IN,3,180,0,0
768,1040,21.81,travel,0,US,7,2531,1,0
769,1191,175.74,gas,18,US,18,2591,0,0
770,1154,233.08,gas,3,IN,10,1400,0,0
771,1190,101.29,gas,16,IN,7,1140,1,0
772,1144,130.75,gas,8,IN,8,2496,0,0
773,1160,231.65,gas,23,IN,6,844,0,0
774,1156,3.51,online,1,UK,1,236,0,0
775,1140,78.06,travel,7,IN,4,451,0,0
776,1045,723.11,gas,14,IN,14,2453,1,0
777,1034,173.55,electronics,6,IN,17,737,0,0
778,1133,58.67,electronics,5,UK,18,1614,0,0
779,1081,147.52,travel,0,IN,11,2141,1,0
780,1114,83.91,grocery,14,IN,14,1046,0,0
781,1196,151.96,grocery,22,IN,9,1842,0,0
782,1046,26.88,grocery,6,US,15,1858,0,0
783,1152,28.48,electronics,16,RU,12,2750,0,0
784,1193,30.99,grocery,1,IN,10,502,0,0
785,1009,562.08,online,8,UK,19,1558,1,0
786,1055,264.03,gas,8,NG,19,1153,0,1
787,1029,35.44,electronics,12,NG,6,979,0,0
788,1108,41.74,travel,5,US,6,2410,0,0
789,1004,262.48,travel,5,US,8,2097,0,0
790,1118,33.96,gas,19,IN,1,649,1,0
791,1032,53.46,electronics,19,US,17,182,1,0
792,1117,661.25,grocery,20,IN,17,1580,0,0
793,1064,58.96,grocery,2,US,15,268,0,0
794,1145,216.72,online,16,IN,7,526,0,0
795,1176,769.17,online,16,US,19,2787,0,0
796,1010,93.78,grocery,11,UK,3,532,0,0
797,1084,3.53,travel,15,IN,11,1927,0,0
798,1025,55.98,travel,14,UK,19,2896,0,0
799,1062,355.43,online,12,IN,9,2174,0,0
800,1085,399.92,gas,22,UK,10,2241,0,0
801,1058,292.65,grocery,0,IN,2,1939,0,0
802,1026,24.01,online,16,IN,1,1149,0,0
803,1176,317.45,online,2,NG,16,2219,0,1
804,1160,501.87,grocery,14,IN,18,2600,0,0
805,1097,183.56,grocery,3,UK,17,848,1,1
806,1104,565.62,travel,3,IN,6,1099,0,0
807,1098,350.71,gas,17,IN,14,1103,0,0
808,1128,219.91,gas,16,IN,15,2504,0,0
809,1148,172.16,grocery,18,IN,14,2473,1,0
810,1054,85.72,electronics,10,IN,3,2589,1,0
811,1005,34.7,online,19,IN,19,2498,0,0
812,1196,185.75,online,2,IN,12,2795,0,0
813,1094,76.58,grocery,7,IN,2,1979,1,0
814,1132,402.64,electronics,13,RU,3,2521,0,0
815,1101,1002.24,travel,0,RU,18,2453,0,1
816,1002,279.21,grocery,13,IN,1,2768,0,0
817,1180,18.97,grocery,1,US,6,1584,0,0
818,1022,68.13,online,22,IN,5,1590,0,0
819,1052,23.11,grocery,3,US,1,2452,0,0
820,1164,210.26,grocery,23,UK,19,2383,0,0
821,1082,289.8,grocery,18,NG,1,1124,1,1
822,1144,519.86,online,5,IN,16,759,0,0
823,1084,115.31,travel,0,US,12,1103,1,0
824,1077,463.29,travel,16,IN,8,1199,0,0
825,1109,420.57,grocery,7,RU,16,2699,0,1
826,1000,76.31,online,18,IN,1,2271,0,0
827,1050,406.36,travel,20,US,4,1885,1,0
828,1172,94.22,travel,0,US,10,1797,0,0
829,1003,70.44,travel,4,US,11,2426,0,0
830,1189,209.44,online,15,IN,17,1617,1,0
831,1192,79.61,online,5,NG,7,58,0,0
832,1112,198.96,grocery,7,IN,12,1085,1,0
833,1031,188.24,gas,12,US,7,1322,0,0
834,1033,165.77,travel,15,IN,12,1659,1,0
835,1091,95.74,gas,2,IN,15,2190,0,0
836,1094,159.04,online,18,IN,2,2843,0,0
837,1071,181.51,online,11,IN,14,1199,0,0
838,1038,157.79,online,15,IN,13,1407,0,0
839,1153,117.55,gas,10,IN,4,2430,0,0
840,1161,2.96,online,9,IN,14,1838,0,0
841,1181,176.89,grocery,19,US,14,488,0,0
842,1117,36.89,online,3,UK,16,841,0,0
843,1002,205.77,electronics,11,IN,7,2707,0,0
844,1122,284.88,gas,22,IN,19,1624,0,0
845,1049,138.81,electronics,1,IN,2,691,1,0
846,1011,156.34,online,23,IN,10,2745,0,0
847,1192,605.15,grocery,21,US,18,1333,0,0
848,1053,375.68,travel,18,US,17,91,0,0
849,1132,491.23,online,4,IN,5,96,0,0
850,1056,336.15,grocery,7,IN,12,2282,0,0
851,1144,23.06,gas,6,IN,6,2073,0,0
852,1111,32.27,electronics,13,UK,9,831,0,0
853,1046,149.57,electronics,23,RU,1,172,1,1
854,1150,56.49,electronics,22,IN,15,2571,0,0
855,1084,129.52,gas,2,IN,6,2407,0,0
856,1141,100.3,grocery,17,UK,19,1942,0,0
857,1065,159.44,gas,15,NG,18,2738,0,1
858,1074,274.77,electronics,22,IN,6,1860,0,0
859,1178,251.4,online,18,IN,13,1870,0,0
860,1102,147.31,travel,18,IN,1,1125,0,0
861,1165,345.64,gas,17,IN,13,2238,0,0
862,1191,112.73,gas,19,IN,7,2800,0,0
863,1037,454.05,grocery,15,IN,15,2717,0,0
864,1049,14.79,grocery,7,IN,12,1892,1,0
865,1097,618.71,gas,0,IN,1,2550,0,0
866,1081,212.66,electronics,16,US,15,932,1,0
867,1029,95.63,travel,11,IN,4,2185,1,0
868,1078,43.92,grocery,20,IN,13,1459,0,0
869,1090,130.47,electronics,10,IN,5,1592,0,0
870,1178,43.27,online,4,IN,2,574,0,0
871,1190,36.38,grocery,11,RU,1,2607,1,1
872,1051,192.13,electronics,16,IN,16,2510,0,0
873,1165,148.08,electronics,5,IN,6,480,0,0
874,1078,221.79,travel,0,US,16,997,0,0
875,1029,530.73,travel,4,IN,14,2795,1,0
876,1105,151.97,online,13,NG,3,1944,0,0
877,1050,173.94,electronics,4,IN,15,233,1,0
878,1080,18.78,electronics,21,IN,3,2211,0,0
879,1132,252.91,travel,23,IN,2,2617,0,0
880,1028,102.13,grocery,0,IN,1,360,0,0
881,1131,752.08,grocery,17,UK,9,1938,0,0
882,1137,346.52,gas,15,UK,9,358,0,0
883,1183,147.83,travel,8,IN,7,191,0,0
884,1144,26.3,gas,18,IN,3,646,1,0
885,1073,392.39,travel,21,UK,18,1027,0,0
886,1016,321.67,online,4,NG,11,2236,1,1
887,1083,40.81,electronics,1,IN,7,781,0,0
888,1068,69.99,online,14,IN,9,2951,1,0
889,1033,315.4,travel,6,IN,1,1025,0,0
890,1005,40.97,electronics,3,UK,14,2121,1,0
891,1052,499.6,grocery,0,IN,6,38,1,0
892,1193,110.51,grocery,12,IN,7,2429,0,0
893,1125,18.21,gas,19,US,10,2154,0,0
894,1042,338.29,travel,21,IN,7,1903,0,0
895,1114,93.52,travel,6,IN,2,1475,0,0
896,1110,149.52,grocery,14,IN,4,1236,1,0
897,1150,23.83,online,22,IN,17,2078,0,0
898,1182,0.52,electronics,13,IN,1,2792,0,0
899,1079,203.21,online,22,IN,10,1135,0,0
900,1094,144.79,online,18,IN,19,75,1,0
901,1117,180.05,grocery,21,IN,15,2660,1,0
902,1143,315.73,grocery,23,UK,10,1144,0,0
903,1007,208.03,grocery,19,US,19,347,0,0
904,1131,38.42,gas,23,IN,12,2180,0,0
905,1103,89.5,online,17,IN,16,1738,0,0
906,1131,472.66,travel,9,IN,9,456,0,0
907,1183,293.89,electronics,8,IN,15,2668,0,0
908,1024,162.67,gas,7,IN,17,2728,0,0
909,1194,59.05,travel,9,US,14,2672,0,0
910,1095,71.92,online,16,IN,18,2954,0,0
911,1194,263.32,grocery,1,IN,2,290,0,0
912,1154,381.0,online,5,IN,4,605,0,0
913,1092,222.6,electronics,4,US,18,1996,0,0
914,1159,331.65,gas,8,IN,7,2760,0,0
915,1177,291.05,gas,4,US,13,1084,0,0
916,1060,32.43,electronics,17,IN,15,219,0,0
917,1121,110.31,travel,19,UK,1,135,0,0
918,1050,33.21,travel,8,UK,11,501,1,0
919,1146,53.64,gas,16,IN,10,979,0,0
920,1020,406.91,gas,16,IN,5,590,0,0
921,1004,128.07,grocery,11,IN,16,2834,0,0
922,1091,153.3,travel,6,IN,11,2315,0,0
923,1169,39.31,electronics,2,US,6,1221,0,0
924,1060,74.87,travel,9,UK,9,239,0,0
925,1021,52.34,grocery,1,US,13,198,0,0
926,1148,46.18,gas,2,UK,8,2067,0,0
927,1069,203.2,gas,15,IN,14,2733,0,0
928,1000,59.38,grocery,1,IN,1,511,0,0
929,1132,199.94,electronics,23,US,17,2142,0,0
930,1011,12.05,gas,9,IN,5,58,0,0
931,1089,30.58,online,5,US,2,2895,0,0
932,1045,64.19,gas,21,IN,9,698,1,0
933,1033,181.79,online,10,IN,4,396,0,0
934,1176,225.3,grocery,22,RU,17,979,0,1
935,1077,116.94,grocery,6,IN,17,1015,1,0
936,1044,118.04,gas,14,RU,18,2275,0,1
937,1154,257.85,travel,5,RU,16,1734,0,1
938,1072,3.19,online,19,US,8,2014,0,0
939,1025,83.43,electronics,8,US,11,2312,1,0
940,1046,341.53,gas,21,IN,18,2293,1,0
941,1120,184.87,electronics,19,UK,10,1617,0,0
942,1055,82.26,gas,11,IN,13,1799,0,0
943,1093,471.88,travel,18,IN,17,280,0,0
944,1106,296.23,travel,19,US,18,132,0,0
945,1062,61.55,travel,2,IN,10,2713,0,0
946,1047,207.29,travel,14,IN,16,1290,0,0
947,1060,181.14,grocery,1,IN,5,1454,0,0
948,1080,102.56,grocery,20,IN,13,268,0,0
949,1025,91.44,online,1,UK,18,957,0,0
950,1035,84.18,electronics,21,IN,17,2104,0,0
951,1000,192.03,gas,2,NG,9,872,0,1
952,1007,116.83,gas,5,US,14,534,1,0
953,1112,356.6,grocery,14,UK,17,897,0,0
954,1098,221.49,gas,9,IN,4,217,0,0
955,1179,14.5,grocery,8,US,18,2804,0,0
956,1046,204.42,online,0,IN,15,158,0,0
957,1126,63.26,electronics,15,UK,11,447,1,0
958,1055,179.7,online,5,IN,12,2212,0,0
959,1013,227.97,travel,8,UK,9,1731,0,0
960,1027,52.49,travel,3,RU,13,367,0,1
961,1077,122.08,travel,1,IN,15,1250,0,0
962,1129,42.22,online,3,IN,15,1940,1,0
963,1108,10.75,gas,0,US,5,465,0,0
964,1153,95.12,electronics,18,IN,19,2833,0,0
965,1013,90.18,travel,9,UK,14,1642,0,0
966,1186,1079.87,travel,20,IN,17,638,0,1
967,1055,118.25,travel,14,IN,18,2889,1,0
968,1114,81.16,electronics,21,RU,3,495,0,0
969,1006,173.73,travel,18,US,2,2590,1,0
970,1002,18.59,electronics,15,UK,1,209,0,0
971,1110,652.28,travel,20,IN,10,380,0,0
972,1150,201.55,online,23,US,19,1023,0,0
973,1106,281.17,online,21,IN,17,1992,0,0
974,1017,37.38,electronics,3,US,12,2910,0,0
975,1037,105.35,online,1,US,1,1481,0,0
976,1114,109.87,electronics,12,IN,12,257,0,0
977,1014,344.98,online,0,IN,17,797,0,0
978,1191,0.25,online,16,IN,3,2321,0,0
979,1118,71.58,electronics,12,US,11,2088,0,0
980,1027,795.17,gas,3,IN,17,1531,0,0
981,1038,128.83,online,6,US,3,1282,0,0
982,1184,96.42,travel,16,IN,8,614,0,0
983,1016,25.53,gas,8,US,4,1699,1,0
984,1085,731.2,electronics,3,US,7,1427,0,0
985,1125,4.05,gas,18,IN,14,1830,1,0
986,1043,267.26,grocery,0,IN,14,511,0,0
987,1024,292.72,grocery,9,IN,4,2943,0,0
988,1144,55.85,online,3,US,16,558,0,0
989,1012,222.68,online,8,UK,1,1375,0,0
990,1024,19.51,travel,12,IN,17,848,0,0
991,1067,59.42,gas,13,US,10,1440,0,0
992,1137,310.14,grocery,9,IN,16,1458,0,0
993,1066,400.03,online,5,IN,16,857,0,0
994,1108,187.55,gas,15,NG,8,623,0,0
995,1145,141.38,online,5,IN,7,421,1,0
996,1110,34.71,online,16,IN,6,2489,0,0
997,1110,13.04,grocery,9,IN,16,687,0,0
998,1033,25.03,grocery,17,IN,16,168,0,0
999,1110,51.59,online,21,IN,7,2071,0,0
1000,1007,83.61,electronics,17,IN,9,382,0,0
